trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
554,False,"{'a': 0.2, 'e': 0.4459999999999995}",30,0,-42.23155436042429,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
555,False,"{'a': 0.2, 'e': 0.4449999999999995}",20,3,23.618515715534578,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.2, 'e': 0.4439999999999995}",25,0,-39.52166891471445,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
557,False,"{'a': 0.2, 'e': 0.4429999999999995}",20,5,-56.329785840524984,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
558,False,"{'a': 0.2, 'e': 0.4419999999999995}",20,6,7.7584134279103765,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.2, 'e': 0.4409999999999995}",25,0,-42.82411722948607,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
560,False,"{'a': 0.2, 'e': 0.4399999999999995}",25,2,-18.19370278869421,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
561,False,"{'a': 0.2, 'e': 0.4389999999999995}",35,0,-115.33914456218376,"{0: 25, 1: 2, 2: 6, 3: 0, 4: 2}",0
562,False,"{'a': 0.2, 'e': 0.4379999999999995}",20,0,5.436094060404203,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
563,False,"{'a': 0.2, 'e': 0.4369999999999995}",20,0,-77.66202980223655,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
564,False,"{'a': 0.2, 'e': 0.4359999999999995}",20,0,-3.7211488551089964,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
565,False,"{'a': 0.2, 'e': 0.4349999999999995}",20,0,-4.415650380751114,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
566,False,"{'a': 0.2, 'e': 0.4339999999999995}",20,13,-4.648779968656333,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.2, 'e': 0.4329999999999995}",25,0,0.05061260360319508,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
568,False,"{'a': 0.2, 'e': 0.4319999999999995}",20,4,-0.9348253714017363,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
569,False,"{'a': 0.2, 'e': 0.4309999999999995}",30,1,-120.74986427244346,"{0: 22, 1: 2, 2: 0, 3: 3, 4: 2}",1
570,False,"{'a': 0.2, 'e': 0.4299999999999995}",20,0,-31.572901648855314,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
571,False,"{'a': 0.2, 'e': 0.4289999999999995}",20,0,-13.294865917338138,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
572,False,"{'a': 0.2, 'e': 0.4279999999999995}",30,0,-30.60398131966741,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
573,False,"{'a': 0.2, 'e': 0.4269999999999995}",20,7,-6.333998600611097,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
574,False,"{'a': 0.2, 'e': 0.4259999999999995}",35,15,-36.0497823969928,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
575,False,"{'a': 0.2, 'e': 0.4249999999999995}",20,9,8.365510059507166,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.2, 'e': 0.4239999999999995}",20,13,-30.248423791662372,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
577,False,"{'a': 0.2, 'e': 0.4229999999999995}",25,0,-132.04297225502765,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
578,False,"{'a': 0.2, 'e': 0.4219999999999995}",20,0,-25.58809324661636,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
579,False,"{'a': 0.2, 'e': 0.4209999999999995}",30,10,-15.135646894900374,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.2, 'e': 0.4199999999999995}",20,0,-110.545382951082,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
581,False,"{'a': 0.2, 'e': 0.4189999999999995}",20,0,-17.078622318980937,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
582,False,"{'a': 0.2, 'e': 0.4179999999999995}",25,0,-47.583969488528176,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
583,False,"{'a': 0.2, 'e': 0.4169999999999995}",20,14,11.238814016792537,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.2, 'e': 0.4159999999999995}",25,3,12.960517284551655,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.2, 'e': 0.4149999999999995}",20,0,17.35534006988252,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
586,False,"{'a': 0.2, 'e': 0.4139999999999995}",20,0,11.226322176531793,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
587,False,"{'a': 0.2, 'e': 0.4129999999999995}",20,0,8.448172873408353,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
588,False,"{'a': 0.2, 'e': 0.4119999999999995}",25,17,4.358625660539628,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 0.2, 'e': 0.4109999999999995}",20,13,-12.527848570090697,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
590,False,"{'a': 0.2, 'e': 0.4099999999999995}",30,13,-35.06877521338005,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
591,False,"{'a': 0.2, 'e': 0.4089999999999995}",25,13,-8.486980473223676,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
592,False,"{'a': 0.2, 'e': 0.4079999999999995}",25,18,2.9856504078374977,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
593,False,"{'a': 0.2, 'e': 0.4069999999999995}",20,7,13.070556819373648,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.2, 'e': 0.4059999999999995}",25,16,19.54556509335755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.2, 'e': 0.40499999999999947}",35,16,16.63680606744949,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.2, 'e': 0.40399999999999947}",20,4,28.839189149551288,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.2, 'e': 0.40299999999999947}",30,19,-24.840222350833717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
598,False,"{'a': 0.2, 'e': 0.40199999999999947}",20,3,-3.884688766341095,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
599,False,"{'a': 0.2, 'e': 0.40099999999999947}",20,0,-16.51517317182545,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
600,False,"{'a': 0.2, 'e': 0.39999999999999947}",30,0,-62.46190628389836,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
601,False,"{'a': 0.2, 'e': 0.39899999999999947}",30,0,-32.942160928136,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
602,False,"{'a': 0.2, 'e': 0.39799999999999947}",20,0,-13.240367331015017,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
603,False,"{'a': 0.2, 'e': 0.39699999999999946}",35,0,-100.29805467711004,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 2}",1
604,False,"{'a': 0.2, 'e': 0.39599999999999946}",20,3,-73.6236387443842,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
605,False,"{'a': 0.2, 'e': 0.39499999999999946}",30,10,-33.93160968886964,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
606,False,"{'a': 0.2, 'e': 0.39399999999999946}",30,12,-2.9279112693433356,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
607,False,"{'a': 0.2, 'e': 0.39299999999999946}",20,0,-2.1244618916764915,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.2, 'e': 0.39199999999999946}",30,0,-58.92572903481257,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
609,False,"{'a': 0.2, 'e': 0.39099999999999946}",25,0,-54.88013845610553,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
610,False,"{'a': 0.2, 'e': 0.38999999999999946}",25,18,11.180620154591177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.2, 'e': 0.38899999999999946}",20,0,2.291054536579526,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
612,False,"{'a': 0.2, 'e': 0.38799999999999946}",30,0,-34.29254966843076,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
613,False,"{'a': 0.2, 'e': 0.38699999999999946}",20,0,5.591118895009362,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
614,False,"{'a': 0.2, 'e': 0.38599999999999945}",20,12,-7.4732292883810665,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.2, 'e': 0.38499999999999945}",25,12,-18.582790285116292,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
616,False,"{'a': 0.2, 'e': 0.38399999999999945}",30,7,0.8882653311032842,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
617,False,"{'a': 0.2, 'e': 0.38299999999999945}",20,16,5.319169083494514,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.2, 'e': 0.38199999999999945}",30,3,6.176499944275897,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
619,False,"{'a': 0.2, 'e': 0.38099999999999945}",20,6,-21.793017935383183,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
620,False,"{'a': 0.2, 'e': 0.37999999999999945}",20,13,0.8422858072646502,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.2, 'e': 0.37899999999999945}",20,9,-42.129509397092676,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
622,False,"{'a': 0.2, 'e': 0.37799999999999945}",20,9,-48.06023251880752,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
623,False,"{'a': 0.2, 'e': 0.37699999999999945}",20,0,-74.69048009135625,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
624,False,"{'a': 0.2, 'e': 0.37599999999999945}",25,10,-94.42164653543254,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
625,False,"{'a': 0.2, 'e': 0.37499999999999944}",20,13,12.647322406293377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.2, 'e': 0.37399999999999944}",25,9,-21.176082016814448,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
627,False,"{'a': 0.2, 'e': 0.37299999999999944}",30,0,-18.497432961552928,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
628,False,"{'a': 0.2, 'e': 0.37199999999999944}",20,4,4.042918327241805,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
629,False,"{'a': 0.2, 'e': 0.37099999999999944}",20,0,24.7882074425786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
630,False,"{'a': 0.2, 'e': 0.36999999999999944}",30,16,-26.954923223197905,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.2, 'e': 0.36899999999999944}",35,8,3.8219032581380854,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
632,False,"{'a': 0.2, 'e': 0.36799999999999944}",20,0,27.12829141198928,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.2, 'e': 0.36699999999999944}",20,0,3.0086658616226982,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
634,False,"{'a': 0.2, 'e': 0.36599999999999944}",20,0,-69.7721328348594,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
635,False,"{'a': 0.2, 'e': 0.36499999999999944}",25,0,-94.29130336665155,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
636,False,"{'a': 0.2, 'e': 0.36399999999999944}",20,2,-34.51745023178125,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
637,False,"{'a': 0.2, 'e': 0.36299999999999943}",25,0,-40.271748887830405,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
638,False,"{'a': 0.2, 'e': 0.36199999999999943}",25,15,-28.726933257244333,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
639,False,"{'a': 0.2, 'e': 0.36099999999999943}",25,4,7.750115234938841,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
640,False,"{'a': 0.2, 'e': 0.35999999999999943}",20,4,-41.5023094416166,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 1}",1
641,False,"{'a': 0.2, 'e': 0.35899999999999943}",25,0,-72.56785940628808,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
642,False,"{'a': 0.2, 'e': 0.35799999999999943}",30,10,-20.064231570730723,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
643,False,"{'a': 0.2, 'e': 0.35699999999999943}",20,12,3.67481407812235,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.2, 'e': 0.35599999999999943}",25,18,2.3268605178646045,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.2, 'e': 0.3549999999999994}",20,4,6.876311481063843,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.2, 'e': 0.3539999999999994}",20,0,-29.925611875182017,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
647,False,"{'a': 0.2, 'e': 0.3529999999999994}",30,16,13.39868507585731,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.2, 'e': 0.3519999999999994}",25,5,7.283156531568322,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.2, 'e': 0.3509999999999994}",20,0,-31.850775795162463,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
650,False,"{'a': 0.2, 'e': 0.3499999999999994}",20,10,-24.157564245572324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
651,False,"{'a': 0.2, 'e': 0.3489999999999994}",20,12,5.26711445944081,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.2, 'e': 0.3479999999999994}",20,0,5.0116606595744075,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
653,False,"{'a': 0.2, 'e': 0.3469999999999994}",25,6,20.791559091525787,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.2, 'e': 0.3459999999999994}",20,14,-0.5080595714822085,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.2, 'e': 0.3449999999999994}",25,0,20.181737409045056,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
656,False,"{'a': 0.2, 'e': 0.3439999999999994}",30,6,-60.128312234727375,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 1}",1
657,False,"{'a': 0.2, 'e': 0.3429999999999994}",25,17,15.237979753249556,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.2, 'e': 0.3419999999999994}",30,19,6.034390916110088,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.2, 'e': 0.3409999999999994}",25,8,-23.017516269246496,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 0}",1
660,False,"{'a': 0.2, 'e': 0.3399999999999994}",35,21,-39.730197825185414,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
661,False,"{'a': 0.2, 'e': 0.3389999999999994}",20,6,21.97331062730669,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.2, 'e': 0.3379999999999994}",25,6,-30.60572937049993,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 1}",1
663,False,"{'a': 0.2, 'e': 0.3369999999999994}",20,0,2.8321982865017574,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
664,False,"{'a': 0.2, 'e': 0.3359999999999994}",30,16,-37.23302634011416,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
665,False,"{'a': 0.2, 'e': 0.3349999999999994}",20,0,2.656189079421326,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
666,False,"{'a': 0.2, 'e': 0.3339999999999994}",25,5,-4.71391138623114,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
667,False,"{'a': 0.2, 'e': 0.3329999999999994}",25,0,15.005639925377162,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
668,False,"{'a': 0.2, 'e': 0.3319999999999994}",30,0,26.584269854204035,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
669,False,"{'a': 0.2, 'e': 0.3309999999999994}",30,15,-5.796303607268902,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
670,False,"{'a': 0.2, 'e': 0.3299999999999994}",30,16,13.561389614997122,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.2, 'e': 0.3289999999999994}",20,1,18.223971999949903,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.2, 'e': 0.3279999999999994}",25,8,17.309733129313692,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.2, 'e': 0.3269999999999994}",20,14,11.541774709416417,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.2, 'e': 0.3259999999999994}",30,4,15.993841875744357,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.2, 'e': 0.3249999999999994}",25,8,-25.149054830847895,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
676,False,"{'a': 0.2, 'e': 0.3239999999999994}",20,10,5.457471716626136,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.2, 'e': 0.3229999999999994}",20,16,9.441882125715182,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.2, 'e': 0.3219999999999994}",25,0,-41.92004198747942,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
679,False,"{'a': 0.2, 'e': 0.3209999999999994}",25,0,-48.577651368655154,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
680,False,"{'a': 0.2, 'e': 0.3199999999999994}",25,0,-34.71947921909528,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
681,False,"{'a': 0.2, 'e': 0.3189999999999994}",25,14,-28.36084579763401,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
682,False,"{'a': 0.2, 'e': 0.3179999999999994}",25,9,24.023122800828897,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.2, 'e': 0.3169999999999994}",25,11,-13.866589249202608,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
684,False,"{'a': 0.2, 'e': 0.3159999999999994}",20,10,15.797624788132987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.2, 'e': 0.3149999999999994}",20,10,-28.508911556477937,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
686,False,"{'a': 0.2, 'e': 0.3139999999999994}",20,3,-3.766875406919264,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
687,False,"{'a': 0.2, 'e': 0.3129999999999994}",20,5,20.360188400217368,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.2, 'e': 0.3119999999999994}",20,8,-57.71392686030636,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
689,False,"{'a': 0.2, 'e': 0.3109999999999994}",20,10,15.753713121050817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.2, 'e': 0.3099999999999994}",25,19,1.1013231995522617,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
691,False,"{'a': 0.2, 'e': 0.3089999999999994}",25,16,13.591489814748616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.2, 'e': 0.3079999999999994}",25,8,-5.588295430366931,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
693,False,"{'a': 0.2, 'e': 0.3069999999999994}",25,9,9.291728191861157,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.2, 'e': 0.3059999999999994}",20,7,15.205067085593805,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.2, 'e': 0.3049999999999994}",25,13,-24.691272823362404,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
696,False,"{'a': 0.2, 'e': 0.3039999999999994}",35,19,26.068515477981787,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.2, 'e': 0.3029999999999994}",20,5,-27.113301242656586,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
698,False,"{'a': 0.2, 'e': 0.3019999999999994}",20,12,14.363585221701344,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.2, 'e': 0.3009999999999994}",25,3,-77.33263051464617,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
700,False,"{'a': 0.2, 'e': 0.2999999999999994}",20,9,-37.18632304750327,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
701,False,"{'a': 0.2, 'e': 0.2989999999999994}",20,1,-27.564917513054066,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
702,False,"{'a': 0.2, 'e': 0.2979999999999994}",20,0,13.456545159341571,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
703,False,"{'a': 0.2, 'e': 0.2969999999999994}",30,17,7.217783954309569,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.2, 'e': 0.2959999999999994}",20,9,6.199106850494685,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
